city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,id
New York,New York,NY,New York,36061,New York,40.6943,-73.9249,1840034016
Los Angeles,Los Angeles,CA,California,6037,Los Angeles,34.1139,-118.4068,1840020491
Chicago,Chicago,IL,Illinois,17031,Cook,41.8373,-87.6862,1840000494
Miami,Miami,FL,Florida,12086,Miami-Dade,25.7839,-80.2102,1840015149
Dallas,Dallas,TX,Texas,48113,Dallas,32.7936,-96.7662,1840019440
Philadelphia,Philadelphia,PA,Pennsylvania,42101,Philadelphia,40.0077,-75.1339,1840000673
Houston,Houston,TX,Texas,48201,Harris,29.7863,-95.3889,1840020925
Atlanta,Atlanta,GA,Georgia,13121,Fulton,33.7627,-84.4224,1840013660
Washington,Washington,DC,District of Columbia,11001,District of Columbia,38.9047,-77.0163,1840006060
Boston,Boston,MA,Massachusetts,25025,Suffolk,42.3188,-71.0846,1840000455
Phoenix,Phoenix,AZ,Arizona,4013,Maricopa,33.5722,-112.0891,1840020568
Seattle,Seattle,WA,Washington,53033,King,47.6211,-122.3244,1840021117
San Francisco,San Francisco,CA,California,6075,San Francisco,37.7562,-122.443,1840021543
Detroit,Detroit,MI,Michigan,26163,Wayne,42.3834,-83.1024,1840003971
San Diego,San Diego,CA,California,6073,San Diego,32.8312,-117.1225,1840021990
Minneapolis,Minneapolis,MN,Minnesota,27053,Hennepin,44.9635,-93.2678,1840007830
Tampa,Tampa,FL,Florida,12057,Hillsborough,27.9942,-82.4451,1840015982
Denver,Denver,CO,Colorado,8031,Denver,39.7621,-104.8759,1840018789
Brooklyn,Brooklyn,NY,New York,36047,Kings,40.6501,-73.9496,1840034030
Queens,Queens,NY,New York,36081,Queens,40.7498,-73.7976,1840034002
Riverside,Riverside,CA,California,6065,Riverside,33.9381,-117.3948,1840020551
Baltimore,Baltimore,MD,Maryland,24510,Baltimore,39.3051,-76.6144,1840001592
Las Vegas,Las Vegas,NV,Nevada,32003,Clark,36.2333,-115.2654,1840020364
Portland,Portland,OR,Oregon,41051,Multnomah,45.5372,-122.65,1840019941
San Antonio,San Antonio,TX,Texas,48029,Bexar,29.4658,-98.5253,1840022220
St. Louis,St. Louis,MO,Missouri,29510,St. Louis,38.6358,-90.2451,1840001651
Sacramento,Sacramento,CA,California,6067,Sacramento,38.5667,-121.4683,1840021491
Orlando,Orlando,FL,Florida,12095,Orange,28.4772,-81.3369,1840015099
San Jose,San Jose,CA,California,6085,Santa Clara,37.3019,-121.8486,1840021570
Cleveland,Cleveland,OH,Ohio,39035,Cuyahoga,41.4767,-81.6804,1840000596
Pittsburgh,Pittsburgh,PA,Pennsylvania,42003,Allegheny,40.4396,-79.9762,1840001254
Austin,Austin,TX,Texas,48453,Travis,30.3004,-97.7522,1840019590
Cincinnati,Cincinnati,OH,Ohio,39061,Hamilton,39.1413,-84.5061,1840003814
Kansas City,Kansas City,MO,Missouri,29095,Jackson,39.1239,-94.5541,1840008535
Manhattan,Manhattan,NY,New York,36061,New York,40.7834,-73.9662,1840034000
Indianapolis,Indianapolis,IN,Indiana,18097,Marion,39.7771,-86.1458,1840030084
Columbus,Columbus,OH,Ohio,39049,Franklin,39.9862,-82.985,1840003760
Charlotte,Charlotte,NC,North Carolina,37119,Mecklenburg,35.208,-80.8304,1840014557
Virginia Beach,Virginia Beach,VA,Virginia,51810,Virginia Beach,36.7335,-76.0435,1840003871
Bronx,Bronx,NY,New York,36005,Bronx,40.8501,-73.8662,1840033999
Milwaukee,Milwaukee,WI,Wisconsin,55079,Milwaukee,43.0642,-87.9673,1840003046
Providence,Providence,RI,Rhode Island,44007,Providence,41.823,-71.4187,1840003289
Jacksonville,Jacksonville,FL,Florida,12031,Duval,30.3322,-81.6749,1840015031
Salt Lake City,Salt Lake City,UT,Utah,49035,Salt Lake,40.7777,-111.9306,1840021383
Nashville,Nashville,TN,Tennessee,47037,Davidson,36.1715,-86.7843,1840036155
Richmond,Richmond,VA,Virginia,51760,Richmond,37.5295,-77.4756,1840001698
Memphis,Memphis,TN,Tennessee,47157,Shelby,35.1046,-89.9773,1840015457
Raleigh,Raleigh,NC,North Carolina,37183,Wake,35.8325,-78.6435,1840014497
New Orleans,New Orleans,LA,Louisiana,22071,Orleans,30.0687,-89.9288,1840001839
Louisville,Louisville,KY,Kentucky,21111,Jefferson,38.1663,-85.6485,1840030815
Oklahoma City,Oklahoma City,OK,Oklahoma,40109,Oklahoma,35.4676,-97.5136,1840020428
Bridgeport,Bridgeport,CT,Connecticut,9001,Fairfield,41.1918,-73.1953,1840004836
Buffalo,Buffalo,NY,New York,36029,Erie,42.9016,-78.8487,1840000386
Fort Worth,Fort Worth,TX,Texas,48439,Tarrant,32.7811,-97.3473,1840020696
Hartford,Hartford,CT,Connecticut,9003,Hartford,41.7661,-72.6834,1840004773
Tucson,Tucson,AZ,Arizona,4019,Pima,32.1545,-110.8782,1840022101
Omaha,Omaha,NE,Nebraska,31055,Douglas,41.2627,-96.0522,1840009315
El Paso,El Paso,TX,Texas,48141,El Paso,31.8479,-106.4309,1840023252
Honolulu,Honolulu,HI,Hawaii,15003,Honolulu,21.3294,-157.846,1840013305
McAllen,McAllen,TX,Texas,48215,Hidalgo,26.2273,-98.2471,1840021024
Albuquerque,Albuquerque,NM,New Mexico,35001,Bernalillo,35.1053,-106.6464,1840019176
Birmingham,Birmingham,AL,Alabama,1073,Jefferson,33.5277,-86.7987,1840006507
Sarasota,Sarasota,FL,Florida,12115,Sarasota,27.3386,-82.5431,1840015988
Dayton,Dayton,OH,Ohio,39113,Montgomery,39.7797,-84.1998,1840034249
Rochester,Rochester,NY,New York,36055,Monroe,43.168,-77.6162,1840000373
Fresno,Fresno,CA,California,6019,Fresno,36.7831,-119.7941,1840020319
Allentown,Allentown,PA,Pennsylvania,42077,Lehigh,40.5961,-75.4756,1840001044
Tulsa,Tulsa,OK,Oklahoma,40143,Tulsa,36.1284,-95.9042,1840021672
Cape Coral,Cape Coral,FL,Florida,12071,Lee,26.6446,-81.9956,1840015130
Concord,Concord,CA,California,6013,Contra Costa,37.9722,-122.0016,1840018905
Colorado Springs,Colorado Springs,CO,Colorado,8041,El Paso,38.8674,-104.7606,1840018825
Charleston,Charleston,SC,South Carolina,45019,Charleston,32.8153,-79.9628,1840015163
Springfield,Springfield,MA,Massachusetts,25013,Hampden,42.1155,-72.5395,1840000466
Grand Rapids,Grand Rapids,MI,Michigan,26081,Kent,42.962,-85.6562,1840002928
Mission Viejo,Mission Viejo,CA,California,6059,Orange,33.6095,-117.655,1840020580
Albany,Albany,NY,New York,36001,Albany,42.6664,-73.7987,1840000417
Knoxville,Knoxville,TN,Tennessee,47093,Knox,35.9692,-83.9496,1840014486
Bakersfield,Bakersfield,CA,California,6029,Kern,35.3529,-119.0359,1840019148
Ogden,Ogden,UT,Utah,49057,Weber,41.2278,-111.9682,1840020135
Baton Rouge,Baton Rouge,LA,Louisiana,22033,East Baton Rouge,30.4418,-91.131,1840013941
Akron,Akron,OH,Ohio,39153,Summit,41.0798,-81.5219,1840000791
New Haven,New Haven,CT,Connecticut,9009,New Haven,41.3112,-72.9246,1840004850
Columbia,Columbia,SC,South Carolina,45079,Richland,34.0376,-80.9037,1840014730
Mesa,Mesa,AZ,Arizona,4013,Maricopa,33.4017,-111.718,1840020566
Palm Bay,Palm Bay,FL,Florida,12009,Brevard,27.955,-80.6627,1840015094
Provo,Provo,UT,Utah,49049,Utah,40.2457,-111.6457,1840020174
Worcester,Worcester,MA,Massachusetts,25027,Worcester,42.2705,-71.8079,1840000434
Murrieta,Murrieta,CA,California,6065,Riverside,33.572,-117.1909,1840020553
Greenville,Greenville,SC,South Carolina,45045,Greenville,34.8353,-82.3647,1840013501
Wichita,Wichita,KS,Kansas,20173,Sedgwick,37.6896,-97.3442,1840001686
Toledo,Toledo,OH,Ohio,39095,Lucas,41.6639,-83.5822,1840000572
Staten Island,Staten Island,NY,New York,36085,Richmond,40.5834,-74.1496,1840034032
Des Moines,Des Moines,IA,Iowa,19153,Polk,41.5725,-93.6105,1840007069
Long Beach,Long Beach,CA,California,6037,Los Angeles,33.7981,-118.1675,1840020490
Port St. Lucie,Port St. Lucie,FL,Florida,12111,St. Lucie,27.2796,-80.3883,1840015119
Denton,Denton,TX,Texas,48121,Denton,33.2176,-97.1419,1840019390
Madison,Madison,WI,Wisconsin,55025,Dane,43.0826,-89.3931,1840002915
Reno,Reno,NV,Nevada,32031,Washoe,39.5497,-119.8483,1840020121
Harrisburg,Harrisburg,PA,Pennsylvania,42043,Dauphin,40.2752,-76.8843,1840001288
Little Rock,Little Rock,AR,Arkansas,5119,Pulaski,34.7256,-92.3576,1840015509
Oakland,Oakland,CA,California,6001,Alameda,37.7903,-122.2165,1840020296
Durham,Durham,NC,North Carolina,37063,Durham,35.9794,-78.9031,1840013364
Winston-Salem,Winston-Salem,NC,North Carolina,37067,Forsyth,36.1029,-80.2611,1840015324
Bonita Springs,Bonita Springs,FL,Florida,12071,Lee,26.3559,-81.7861,1840014227
Indio,Indio,CA,California,6065,Riverside,33.7346,-116.2346,1840019304
Palm Coast,Palm Coast,FL,Florida,12035,Flagler,29.5392,-81.246,1840015064
Chattanooga,Chattanooga,TN,Tennessee,47065,Hamilton,35.0657,-85.2488,1840014569
Spokane,Spokane,WA,Washington,53063,Spokane,47.6671,-117.433,1840021093
Syracuse,Syracuse,NY,New York,36067,Onondaga,43.0409,-76.1438,1840000378
Lancaster,Lancaster,PA,Pennsylvania,42071,Lancaster,40.0421,-76.3012,1840003718
Arlington,Arlington,TX,Texas,48439,Tarrant,32.6998,-97.125,1840019422
Stockton,Stockton,CA,California,6077,San Joaquin,37.9765,-121.3109,1840021517
Poughkeepsie,Poughkeepsie,NY,New York,36027,Dutchess,41.6949,-73.921,1840000500
Augusta,Augusta,GA,Georgia,13245,Richmond,33.3645,-82.0708,1840029462
Boise,Boise,ID,Idaho,16001,Ada,43.6007,-116.2312,1840027142
Oxnard,Oxnard,CA,California,6111,Ventura,34.1963,-119.1815,1840020474
Scranton,Scranton,PA,Pennsylvania,42069,Lackawanna,41.4044,-75.6649,1840003389
Modesto,Modesto,CA,California,6099,Stanislaus,37.6374,-121.0028,1840020287
Kissimmee,Kissimmee,FL,Florida,12097,Osceola,28.3042,-81.4164,1840015109
Aurora,Aurora,CO,Colorado,8001,Adams,39.7087,-104.7273,1840018794
Youngstown,Youngstown,OH,Ohio,39099,Mahoning,41.0993,-80.6463,1840003563
Fayetteville,Fayetteville,AR,Arkansas,5143,Washington,36.0713,-94.166,1840013368
Anaheim,Anaheim,CA,California,6059,Orange,33.839,-117.8572,1840019322
Pensacola,Pensacola,FL,Florida,12033,Escambia,30.4427,-87.1886,1840015005
Victorville,Victorville,CA,California,6071,San Bernardino,34.5277,-117.3536,1840021731
Lancaster,Lancaster,CA,California,6037,Los Angeles,34.6935,-118.1753,1840020516
Greensboro,Greensboro,NC,North Carolina,37081,Guilford,36.0956,-79.8269,1840013356
Corpus Christi,Corpus Christi,TX,Texas,48355,Nueces,27.726,-97.3755,1840019718
Fort Wayne,Fort Wayne,IN,Indiana,18003,Allen,41.0886,-85.1437,1840008261
Santa Ana,Santa Ana,CA,California,6059,Orange,33.7366,-117.8819,1840021964
Flint,Flint,MI,Michigan,26049,Genesee,43.0235,-83.6922,1840002949
Fayetteville,Fayetteville,NC,North Carolina,37051,Cumberland,35.0846,-78.9776,1840013490
Jackson,Jackson,MS,Mississippi,28049,Hinds,32.3163,-90.2124,1840014895
Santa Rosa,Santa Rosa,CA,California,6097,Sonoma,38.4458,-122.7067,1840021488
Lansing,Lansing,MI,Michigan,26065,Ingham,42.7142,-84.5601,1840003102
San Juan,San Juan,PR,Puerto Rico,72127,San Juan,18.4037,-66.0636,1630035577
Lexington,Lexington,KY,Kentucky,21067,Fayette,38.0423,-84.4587,1840015211
Ann Arbor,Ann Arbor,MI,Michigan,26161,Washtenaw,42.2755,-83.7312,1840003172
Henderson,Henderson,NV,Nevada,32003,Clark,36.0133,-115.038,1840020361
Huntsville,Huntsville,AL,Alabama,1089,Madison,34.6988,-86.6412,1840005061
Mobile,Mobile,AL,Alabama,1097,Mobile,30.6783,-88.1162,1840006009
Fort Collins,Fort Collins,CO,Colorado,8069,Larimer,40.5478,-105.0656,1840020151
Asheville,Asheville,NC,North Carolina,37021,Buncombe,35.5704,-82.5536,1840013411
Santa Clarita,Santa Clarita,CA,California,6037,Los Angeles,34.4175,-118.4964,1840021864
St. Paul,St. Paul,MN,Minnesota,27123,Ramsey,44.9477,-93.104,1840008940
Antioch,Antioch,CA,California,6013,Contra Costa,37.9789,-121.7958,1840018903
Lakeland,Lakeland,FL,Florida,12105,Polk,28.0556,-81.9545,1840015108
Trenton,Trenton,NJ,New Jersey,34021,Mercer,40.2236,-74.7641,1840001383
Lincoln,Lincoln,NE,Nebraska,31109,Lancaster,40.809,-96.6788,1840009357
Springfield,Springfield,MO,Missouri,29077,Greene,37.1943,-93.2916,1840009904
Anchorage,Anchorage,AK,Alaska,2020,Anchorage,61.1508,-149.1091,1840023385
Plano,Plano,TX,Texas,48085,Collin,33.0502,-96.7487,1840020662
Irvine,Irvine,CA,California,6059,Orange,33.6772,-117.7738,1840019325
Davenport,Davenport,IA,Iowa,19163,Scott,41.5563,-90.6052,1840007081
Rockford,Rockford,IL,Illinois,17201,Winnebago,42.2597,-89.0641,1840009132
Newark,Newark,NJ,New Jersey,34013,Essex,40.7245,-74.1725,1840002791
South Bend,South Bend,IN,Indiana,18141,St. Joseph,41.6767,-86.2696,1840009241
Shreveport,Shreveport,LA,Louisiana,22017,Caddo,32.4656,-93.7956,1840015768
Round Lake Beach,Round Lake Beach,IL,Illinois,17097,Lake,42.379,-88.0811,1840011171
Savannah,Savannah,GA,Georgia,13051,Chatham,32.0281,-81.1784,1840015830
Myrtle Beach,Myrtle Beach,SC,South Carolina,45051,Horry,33.7096,-78.8843,1840014717
Chula Vista,Chula Vista,CA,California,6073,San Diego,32.6281,-117.0145,1840019350
Eugene,Eugene,OR,Oregon,41039,Lane,44.0563,-123.1173,1840020007
Canton,Canton,OH,Ohio,39151,Stark,40.8075,-81.3677,1840000963
Lubbock,Lubbock,TX,Texas,48303,Lubbock,33.5659,-101.8878,1840020604
Reading,Reading,PA,Pennsylvania,42011,Berks,40.34,-75.9267,1840001185
Winter Haven,Winter Haven,FL,Florida,12105,Polk,28.0118,-81.7017,1840015970
Salem,Salem,OR,Oregon,41047,Marion,44.9231,-123.0246,1840021224
St. Petersburg,St. Petersburg,FL,Florida,12103,Pinellas,27.7931,-82.6652,1840015977
Lafayette,Lafayette,LA,Louisiana,22055,Lafayette,30.2084,-92.0323,1840015044
Laredo,Laredo,TX,Texas,48479,Webb,27.5629,-99.4875,1840021002
Jersey City,Jersey City,NJ,New Jersey,34017,Hudson,40.7161,-74.0682,1840003600
Concord,Concord,NC,North Carolina,37025,Cabarrus,35.3933,-80.6366,1840014559
Columbus,Columbus,GA,Georgia,13215,Muscogee,32.51,-84.8771,1840014887
Chandler,Chandler,AZ,Arizona,4013,Maricopa,33.2826,-111.8516,1840019309
McKinney,McKinney,TX,Texas,48085,Collin,33.2015,-96.6669,1840020657
Scottsdale,Scottsdale,AZ,Arizona,4013,Maricopa,33.6872,-111.8651,1840021940
Killeen,Killeen,TX,Texas,48027,Bell,31.0754,-97.7296,1840020854
Tallahassee,Tallahassee,FL,Florida,12073,Leon,30.4551,-84.2526,1840015913
Peoria,Peoria,IL,Illinois,17143,Peoria,40.752,-89.6153,1840009373
Wilmington,Wilmington,NC,North Carolina,37129,New Hanover,34.21,-77.8866,1840015576
Montgomery,Montgomery,AL,Alabama,1101,Montgomery,32.3473,-86.2666,1840008353
Gilbert,Gilbert,AZ,Arizona,4013,Maricopa,33.3101,-111.7463,1840021947
Glendale,Glendale,AZ,Arizona,4013,Maricopa,33.5791,-112.2311,1840020563
North Las Vegas,North Las Vegas,NV,Nevada,32003,Clark,36.288,-115.0901,1840020363
Chesapeake,Chesapeake,VA,Virginia,51550,Chesapeake,36.6778,-76.3024,1840003874
Barnstable,Barnstable,MA,Massachusetts,25001,Barnstable,41.6722,-70.3599,1840031233
Norfolk,Norfolk,VA,Virginia,51710,Norfolk,36.8945,-76.259,1840003869
Fremont,Fremont,CA,California,6001,Alameda,37.5265,-121.9852,1840020292
Kennewick,Kennewick,WA,Washington,53005,Benton,46.1978,-119.1732,1840018481
Garland,Garland,TX,Texas,48113,Dallas,32.91,-96.6305,1840020707
Irving,Irving,TX,Texas,48113,Dallas,32.8584,-96.9702,1840019438
Visalia,Visalia,CA,California,6107,Tulare,36.3276,-119.3269,1840021639
Atlantic City,Atlantic City,NJ,New Jersey,34001,Atlantic,39.3797,-74.4527,1840003798
Paradise,Paradise,NV,Nevada,32003,Clark,36.0807,-115.1369,1840033743
Nashua,Nashua,NH,New Hampshire,33011,Hillsborough,42.7491,-71.491,1840002984
Arlington,Arlington,VA,Virginia,51013,Arlington,38.8786,-77.1011,1840006112
Hialeah,Hialeah,FL,Florida,12086,Miami-Dade,25.8696,-80.3046,1840015157
York,York,PA,Pennsylvania,42133,York,39.9651,-76.7315,1840001472
Evansville,Evansville,IN,Indiana,18163,Vanderburgh,37.9881,-87.5341,1840013730
Avondale,Avondale,AZ,Arizona,4013,Maricopa,33.3858,-112.3236,1840019310
Brownsville,Brownsville,TX,Texas,48061,Cameron,25.998,-97.4565,1840019743
Gulfport,Gulfport,MS,Mississippi,28047,Harrison,30.4271,-89.0703,1840013947
Appleton,Appleton,WI,Wisconsin,55087,Outagamie,44.2779,-88.3891,1840002400
Bremerton,Bremerton,WA,Washington,53035,Kitsap,47.5436,-122.7122,1840018410
Hickory,Hickory,NC,North Carolina,37035,Catawba,35.7425,-81.323,1840014524
Tacoma,Tacoma,WA,Washington,53053,Pierce,47.2431,-122.4531,1840021129
San Bernardino,San Bernardino,CA,California,6071,San Bernardino,34.1417,-117.2946,1840021728
College Station,College Station,TX,Texas,48041,Brazos,30.5852,-96.296,1840019570
Kalamazoo,Kalamazoo,MI,Michigan,26077,Kalamazoo,42.2749,-85.5882,1840003185
Thousand Oaks,Thousand Oaks,CA,California,6111,Ventura,34.1914,-118.8755,1840021844
Roanoke,Roanoke,VA,Virginia,51770,Roanoke,37.2785,-79.958,1840003858
Fontana,Fontana,CA,California,6071,San Bernardino,34.0968,-117.4599,1840020402
Moreno Valley,Moreno Valley,CA,California,6065,Riverside,33.9244,-117.2045,1840020552
North Port,North Port,FL,Florida,12115,Sarasota,27.0577,-82.1975,1840015120
Fargo,Fargo,ND,North Dakota,38017,Cass,46.8652,-96.8292,1840000177
Green Bay,Green Bay,WI,Wisconsin,55009,Brown,44.515,-87.9896,1840002344
Spring Valley,Spring Valley,NV,Nevada,32003,Clark,36.0987,-115.2619,1840033832
Amarillo,Amarillo,TX,Texas,48375,Potter,35.1988,-101.8311,1840019156
Portland,Portland,ME,Maine,23005,Cumberland,43.6773,-70.2715,1840000327
Santa Barbara,Santa Barbara,CA,California,6083,Santa Barbara,34.4285,-119.7202,1840021829
Gainesville,Gainesville,FL,Florida,12001,Alachua,29.6804,-82.3458,1840014022
Olympia,Olympia,WA,Washington,53067,Thurston,47.0417,-122.8959,1840019865
Frisco,Frisco,TX,Texas,48085,Collin,33.1555,-96.8215,1840020654
Yonkers,Yonkers,NY,New York,36119,Westchester,40.9466,-73.8674,1840003478
Norwich,Norwich,CT,Connecticut,9011,New London,41.5495,-72.0882,1840004828
Glendale,Glendale,CA,California,6037,Los Angeles,34.1818,-118.2468,1840020483
Huntington Beach,Huntington Beach,CA,California,6059,Orange,33.696,-118.0025,1840020578
Deltona,Deltona,FL,Florida,12127,Volusia,28.905,-81.2137,1840015072
Aurora,Aurora,IL,Illinois,17089,Kane,41.7637,-88.2901,1840007034
Tempe,Tempe,AZ,Arizona,4013,Maricopa,33.3881,-111.9318,1840021942
Overland Park,Overland Park,KS,Kansas,20091,Johnson,38.887,-94.687,1840003834
Grand Prairie,Grand Prairie,TX,Texas,48113,Dallas,32.6872,-97.0209,1840020709
Sunrise Manor,Sunrise Manor,NV,Nevada,32003,Clark,36.1785,-115.049,1840033833
Waco,Waco,TX,Texas,48309,McLennan,31.5598,-97.1881,1840022140
Salinas,Salinas,CA,California,6053,Monterey,36.6884,-121.6317,1840021632
Waterbury,Waterbury,CT,Connecticut,9009,New Haven,41.5583,-73.0361,1840004851
Clarksville,Clarksville,TN,Tennessee,47125,Montgomery,36.5695,-87.342,1840014421
Cedar Rapids,Cedar Rapids,IA,Iowa,19113,Linn,41.9665,-91.6782,1840000471
Sioux Falls,Sioux Falls,SD,South Dakota,46099,Minnehaha,43.5397,-96.732,1840002648
Huntington,Huntington,WV,West Virginia,54011,Cabell,38.4109,-82.4344,1840006211
Ontario,Ontario,CA,California,6071,San Bernardino,34.0393,-117.6064,1840020410
Hagerstown,Hagerstown,MD,Maryland,24043,Washington,39.6401,-77.7217,1840005613
Erie,Erie,PA,Pennsylvania,42049,Erie,42.1168,-80.0733,1840000478
Vancouver,Vancouver,WA,Washington,53011,Clark,45.6366,-122.5967,1840021189
Nampa,Nampa,ID,Idaho,16027,Canyon,43.5845,-116.5631,1840020041
Spartanburg,Spartanburg,SC,South Carolina,45083,Spartanburg,34.9437,-81.9257,1840015482
Gastonia,Gastonia,NC,North Carolina,37071,Gaston,35.2494,-81.1853,1840013468
Fort Lauderdale,Fort Lauderdale,FL,Florida,12011,Broward,26.1412,-80.1464,1840014236
Lorain,Lorain,OH,Ohio,39093,Lorain,41.4409,-82.184,1840000644
Murfreesboro,Murfreesboro,TN,Tennessee,47149,Rutherford,35.8492,-86.4119,1840014495
High Point,High Point,NC,North Carolina,37081,Guilford,35.9907,-79.9938,1840014479
Newport News,Newport News,VA,Virginia,51700,Newport News,37.1051,-76.5185,1840003862
Rancho Cucamonga,Rancho Cucamonga,CA,California,6071,San Bernardino,34.1248,-117.5666,1840020411
Hemet,Hemet,CA,California,6065,Riverside,33.7341,-116.9969,1840020550
Santa Cruz,Santa Cruz,CA,California,6087,Santa Cruz,36.9789,-122.0346,1840021579
Danbury,Danbury,CT,Connecticut,9001,Fairfield,41.4016,-73.471,1840004837
Peoria,Peoria,AZ,Arizona,4013,Maricopa,33.7844,-112.2989,1840020567
Oceanside,Oceanside,CA,California,6073,San Diego,33.2247,-117.3083,1840020623
Elk Grove,Elk Grove,CA,California,6067,Sacramento,38.416,-121.3842,1840020245
Pembroke Pines,Pembroke Pines,FL,Florida,12011,Broward,26.0128,-80.3382,1840015141
Vallejo,Vallejo,CA,California,6095,Solano,38.1133,-122.2358,1840021499
Garden Grove,Garden Grove,CA,California,6059,Orange,33.7787,-117.9601,1840020577
Enterprise,Enterprise,NV,Nevada,32003,Clark,36.0164,-115.2208,1840033827
Medford,Medford,OR,Oregon,41029,Jackson,42.3372,-122.8537,1840020076
Cary,Cary,NC,North Carolina,37183,Wake,35.782,-78.8191,1840016196
Marysville,Marysville,WA,Washington,53061,Snohomish,48.0809,-122.1561,1840019789
Corona,Corona,CA,California,6065,Riverside,33.8616,-117.5649,1840019305
Ocala,Ocala,FL,Florida,12083,Marion,29.178,-82.1511,1840015067
Fredericksburg,Fredericksburg,VA,Virginia,51630,Fredericksburg,38.2992,-77.4872,1840003845
Gainesville,Gainesville,GA,Georgia,13139,Hall,34.2903,-83.8301,1840013612
Manchester,Manchester,NH,New Hampshire,33011,Hillsborough,42.9848,-71.4447,1840002983
Bayamón,Bayamon,PR,Puerto Rico,72021,Bayamón,18.3793,-66.1635,1630035622
Champaign,Champaign,IL,Illinois,17019,Champaign,40.1144,-88.2735,1840007239
Alexandria,Alexandria,VA,Virginia,51510,Alexandria,38.8185,-77.0861,1840003837
Hayward,Hayward,CA,California,6001,Alameda,37.6328,-122.0772,1840020293
Springfield,Springfield,IL,Illinois,17167,Sangamon,39.771,-89.6538,1840009517
Lakewood,Lakewood,CO,Colorado,8059,Jefferson,39.6977,-105.1168,1840020198
Lafayette,Lafayette,IN,Indiana,18157,Tippecanoe,40.399,-86.8594,1840008354
Frederick,Frederick,MD,Maryland,24021,Frederick,39.4336,-77.4141,1840005710
Lake Charles,Lake Charles,LA,Louisiana,22019,Calcasieu,30.2012,-93.2122,1840015039
Odessa,Odessa,TX,Texas,48135,Ector,31.8831,-102.3406,1840020794
Tuscaloosa,Tuscaloosa,AL,Alabama,1125,Tuscaloosa,33.2348,-87.5267,1840005563
Warner Robins,Warner Robins,GA,Georgia,13153,Houston,32.597,-83.6529,1840015800
Palmdale,Palmdale,CA,California,6037,Los Angeles,34.5944,-118.1057,1840020502
Hollywood,Hollywood,FL,Florida,12011,Broward,26.0294,-80.1679,1840015144
Midland,Midland,TX,Texas,48329,Midland,32.0249,-102.1137,1840020792
Leesburg,Leesburg,FL,Florida,12069,Lake,28.7657,-81.8996,1840015083
Port Arthur,Port Arthur,TX,Texas,48245,Jefferson,29.8554,-93.9264,1840020919
Muskegon,Muskegon,MI,Michigan,26121,Muskegon,43.2281,-86.2563,1840002870
Macon,Macon,GA,Georgia,13021,Bibb,32.8065,-83.6974,1840043455
Kansas City,Kansas City,KS,Kansas,20209,Wyandotte,39.1234,-94.7443,1840001626
Sunnyvale,Sunnyvale,CA,California,6085,Santa Clara,37.3836,-122.0256,1840021573
Pomona,Pomona,CA,California,6037,Los Angeles,34.0585,-117.7626,1840020507
Escondido,Escondido,CA,California,6073,San Diego,33.1347,-117.0722,1840020620
Pasadena,Pasadena,TX,Texas,48201,Harris,29.6583,-95.1499,1840020930
New Bedford,New Bedford,MA,Massachusetts,25005,Bristol,41.6697,-70.9428,1840003219
Fairfield,Fairfield,CA,California,6095,Solano,38.2592,-122.0324,1840020253
Naperville,Naperville,IL,Illinois,17043,DuPage,41.7483,-88.1657,1840008143
Bellevue,Bellevue,WA,Washington,53033,King,47.5951,-122.1535,1840018417
Binghamton,Binghamton,NY,New York,36007,Broome,42.1014,-75.9093,1840000460
Elkhart,Elkhart,IN,Indiana,18039,Elkhart,41.6916,-85.9628,1840008187
Topeka,Topeka,KS,Kansas,20177,Shawnee,39.0346,-95.6955,1840001621
Joliet,Joliet,IL,Illinois,17197,Will,41.5189,-88.1499,1840008192
Beaumont,Beaumont,TX,Texas,48245,Jefferson,30.0849,-94.1451,1840019612
Paterson,Paterson,NJ,New Jersey,34031,Passaic,40.9147,-74.1624,1840000838
Merced,Merced,CA,California,6047,Merced,37.3057,-120.4778,1840020313
Pueblo,Pueblo,CO,Colorado,8101,Pueblo,38.2705,-104.6112,1840020255
Tyler,Tyler,TX,Texas,48423,Smith,32.3184,-95.3062,1840022076
Torrance,Torrance,CA,California,6037,Los Angeles,33.8346,-118.3417,1840021873
Yuma,Yuma,AZ,Arizona,4027,Yuma,32.5992,-114.5488,1840021998
Metairie,Metairie,LA,Louisiana,22051,Jefferson,29.9977,-90.178,1840013994
Surprise,Surprise,AZ,Arizona,4013,Maricopa,33.68,-112.4524,1840021941
Columbia,Columbia,MO,Missouri,29019,Boone,38.9478,-92.3256,1840007391
Athens,Athens,GA,Georgia,13059,Clarke,33.9508,-83.3689,1840029463
Roseville,Roseville,CA,California,6061,Placer,38.7703,-121.3196,1840020233
Thornton,Thornton,CO,Colorado,8001,Adams,39.9197,-104.9438,1840021422
Miramar,Miramar,FL,Florida,12011,Broward,25.9773,-80.3351,1840015137
Pasadena,Pasadena,CA,California,6037,Los Angeles,34.1597,-118.139,1840020505
Mesquite,Mesquite,TX,Texas,48113,Dallas,32.7623,-96.5889,1840020713
Olathe,Olathe,KS,Kansas,20091,Johnson,38.8832,-94.8198,1840003833
Santa Maria,Santa Maria,CA,California,6083,Santa Barbara,34.9334,-120.4432,1840021830
Houma,Houma,LA,Louisiana,22109,Terrebonne,29.5799,-90.7058,1840015063
